"","ACCSEQ1","ACCSEQ2","ALTVEH","ORIGAVTW","CASEID","CASENO","DIRDAMW","DOCCDC","DVC1","DVC2","DVC3","DVC4","DVC5","DVC6","DVD","DVL","DOF1","DOF2","UNDENDW","EXTENT1","EXTENT2","FUELCAP1","FUELCAP2","FUELPRE1","FUELPRE2","FIRE","FIREORIG","FUELDAM1","FUELDAM2","GAD1","GAD2","FUELLOC1","FUELLOC2","FUELTNK1","FUELTNK2","FUELTYP1","FUELTYP2","FUELEAK1","FUELEAK2","FUELGT2","OBJCONT1","OBJCONT2","PDOF1","PDOF2","PSU","RATWGT","SDVC1","SDVC2","SDVC3","SDVC4","SDVC5","SDVC6","SDVD","SDVL","SHL1","SHL2","STRATIF","SVL1","SVL2","TDD1","TDD2","TOWRES","VEHNO","WHEELBAS","VERSION"
"84",1,NA,0,154," 72D",72,133,0,10,4,4,5,5,6,0,147,12,NA,147,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,50.783,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",0,2,275,23
"85",4,3,0,145," 73F",73,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,2,1,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,0,2,493.647,4,7,10,13,14,14,0,144,"D","D","F","D","E","O","W",1,1,247,23
"86",1,NA,0,148," 74F",74,123,0,38,41,46,47,35,24,15,152,6,NA,152,5,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,180.314,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,1,262,23
"87",1,NA,0,155," 75F",75,250,0,0,5,8,11,12,1,37,317,2,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,70,NA,2,180.314,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",0,1,271,23
"88",1,NA,0,146," 75F",75,130,0,8,6,6,7,8,13,0,144,12,NA,144,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,180.314,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",0,2,263,23
"89",1,NA,0,149," 76H",76,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,60,NA,NA,NA,2,474.031,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,1,262,23
"90",2,1,0,149," 77F",77,115,0,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,4,1,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,0,2,30.99,1,0,0,0,0,23,58,160,"D","R","F","D","E","O","W",1,1,270,23
"91",1,NA,0,148," 78F",78,152,0,0,13,25,17,5,0,0,152,12,NA,152,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,30.99,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",1,2,262,23
"92",6,5,0,148," 79H",79,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,2,3,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,42,998,0,2,81.47,0,0,2,4,5,9,59,147,"Y","R","H","D","E","O","E",1,1,272,23
"93",2,NA,0,143," 80H",80,118,0,4,2,2,2,1,1,-11,145,6,NA,145,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,81.47,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","L","","W","",0,3,244,23
"94",1,NA,0,151," 81E",81,17,0,76,9,7,7,8,9,-62,135,12,NA,135,5,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,2,98.355,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","E","",1,1,250,23
"95",2,3,0,155," 82F",82,31,1,24,44,38,21,5,0,-19,160,12,1,160,3,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,53,88,0,30,2,122.307,NA,NA,NA,NA,NA,NA,NA,NA,"Y","B","F","E","W","N","N",1,1,280,23
"96",1,NA,0,158," 83F",83,135,0,14,16,8,4,0,0,-13,160,2,NA,160,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,2,122.307,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","E","","W","",0,2,258,23
"97",1,NA,0,169," 84H",84,103,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,170,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,190,NA,2,321.536,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","L","","W","",0,1,357,23
"98",1,NA,0,151," 84H",84,64,0,6,7,5,3,4,5,-54,168,12,NA,168,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,321.536,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","E","","W","",1,2,269,23
"99",2,1,0,148," 85G",85,120,0,NA,NA,NA,NA,NA,NA,NA,NA,0,70,998,3,3,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,60,998,290,2,119.385,1,9,17,26,37,46,0,140,"Y","D","G","D","E","O","W",1,1,260,23
"100",1,NA,0,158," 86H",86,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,48,NA,NA,NA,2,211.572,NA,NA,NA,NA,NA,NA,NA,NA,"9","","H","9","","9","",NA,1,305,23
"101",1,2,0,143," 87H",87,92,0,NA,NA,NA,NA,NA,NA,NA,NA,0,9,998,2,1,NA,NA,NA,0,0,0,1,NA,"T","L",NA,NA,NA,NA,1,NA,1,NA,NA,31,42,998,270,2,211.572,NA,NA,NA,NA,NA,NA,NA,NA,"Y","F","H","D","E","O","N",0,1,247,23
"102",1,NA,0,152," 88D",88,15,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,146,4,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,42,NA,0,NA,2,23.965,NA,NA,NA,NA,NA,NA,NA,NA,"R","","D","E","","E","",1,1,264,23
"103",1,2,0,148," 89F",89,99,0,4,7,15,26,31,21,14,140,12,10,140,2,1,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,350,300,2,201.578,NA,NA,NA,NA,NA,NA,NA,NA,"D","L","F","E","E","W","E",1,1,262,23
"104",1,NA,0,143," 89F",89,194,0,0,6,14,26,29,3,-14,203,2,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"R","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,2,201.578,NA,NA,NA,NA,NA,NA,NA,NA,"P","","F","E","","W","",0,2,244,23
"105",2,NA,0,145," 89F",89,61,0,1,1,3,5,6,2,160,103,10,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,290,NA,2,201.578,NA,NA,NA,NA,NA,NA,NA,NA,"F","","F","E","","W","",0,3,247,23
"106",1,NA,0,152," 90H",90,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,190,NA,2,529.932,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","S","",0,1,251,23
"107",1,NA,0,147," 91D",91,30,0,0,36,34,24,11,0,-33,146,12,NA,146,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,51,NA,0,NA,2,23.965,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","N","",1,1,262,23
"108",1,NA,0,162," 93H",93,136,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,163,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,49.761,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","L","","W","",0,1,303,23
"109",1,NA,0,151," 93H",93,139,0,1,2,2,3,3,3,5,155,12,NA,155,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,49.761,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","E","","W","",1,2,272,23
"110",1,NA,0,152," 94H",94,75,0,0,0,0,1,3,5,38,150,12,NA,150,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,25.068,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,1,270,23
"111",1,NA,0,151," 94H",94,86,0,3,3,2,1,2,1,-36,158,6,NA,158,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,25.068,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","H","L","","W","",0,2,263,23
"112",1,NA,0,143," 95D",95,48,0,47,10,3,1,0,0,-52,152,12,NA,152,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,614.793,NA,NA,NA,NA,NA,NA,NA,NA,"L","","D","E","","W","",1,2,275,23
"113",1,NA,0,151," 96K",96,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,3,NA,NA,NA,NA,0,0,0,NA,NA,"F","",NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,10,NA,2,51.233,NA,NA,NA,NA,NA,NA,NA,NA,"D","","K","E","","W","",1,1,263,23
"114",1,2,0,150," 96K",96,140,0,100,79,66,44,23,3,0,140,12,2,140,5,1,NA,NA,NA,0,0,0,1,NA,"F","R",NA,NA,NA,NA,1,NA,1,NA,NA,1,48,0,60,2,51.233,NA,NA,NA,NA,NA,NA,NA,NA,"D","Z","K","E","E","W","W",1,2,251,23
"115",1,2,0,147," 97K",97,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,6,1,NA,NA,NA,NA,0,0,NA,NA,"F","L",NA,NA,NA,NA,1,15,NA,NA,NA,2,50,10,NA,2,51.233,NA,NA,NA,NA,NA,NA,NA,NA,"D","B","K","A","E","A","N",1,1,262,23
"116",6,1,0,147," 98K",98,27,1,32,23,19,13,4,0,-61,142,12,0,142,3,NA,NA,NA,NA,0,0,0,1,NA,"F","U",NA,NA,NA,NA,1,NA,1,NA,NA,42,60,0,998,2,51.233,NA,NA,NA,NA,NA,NA,NA,NA,"L","F","K","E","D","E","W",1,1,262,23
"117",1,2,0,151," 99A",99,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,0,998,3,NA,NA,NA,NA,0,0,0,NA,NA,"R","L",NA,NA,NA,NA,1,NA,NA,NA,NA,52,31,10,998,2,49.512,NA,NA,NA,NA,NA,NA,NA,NA,"Y","D","A","A","A","W","O",1,1,263,23
"118",3,1,0,154,"100C",100,123,1,NA,NA,NA,NA,NA,NA,NA,NA,0,11,998,4,1,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,31,44,998,330,2,74.517,15,14,14,13,12,11,-7,155,"Y","D","C","D","L","O","W",1,1,267,23
"119",1,NA,0,173,"101G",101,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"9","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,NA,NA,2,1793.746,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,1,338,23
"120",1,2,0,149,"102B",102,120,0,144,115,99,88,70,53,0,152,12,0,152,8,NA,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,31,10,998,2,54.14,NA,NA,NA,NA,NA,NA,NA,NA,"D","D","B","A","A","W","O",1,1,262,23
"121",1,NA,0,152,"103E",103,133,0,13,17,18,15,15,11,-10,152,12,NA,152,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,98.355,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,1,268,23
"122",1,NA,0,157,"103E",103,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,98.355,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,2,320,23
"123",1,2,0,151,"104F",104,119,0,1,1,11,13,3,0,-151,124,2,9,998,1,1,NA,NA,NA,0,0,0,1,NA,"R","L",NA,NA,NA,NA,1,NA,1,NA,NA,2,63,70,270,2,162.96,NA,NA,NA,NA,NA,NA,NA,NA,"Z","B","F","E","W","W","N",1,1,267,23
"124",1,2,0,173,"105B",105,32,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,3,3,NA,NA,NA,0,0,0,1,NA,"T","T",NA,NA,NA,NA,1,NA,1,NA,NA,31,68,998,998,2,49.512,NA,NA,NA,NA,NA,NA,NA,NA,"Y","P","B","D","D","O","N",1,1,284,23
"125",1,NA,0,151,"106E",106,50,0,61,55,41,27,11,0,-48,146,6,NA,146,6,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,170,NA,2,167.908,NA,NA,NA,NA,NA,NA,NA,NA,"L","","E","E","","W","",1,1,260,23
"126",5,1,0,150,"107F",107,129,1,7,8,10,12,12,18,0,140,12,12,140,1,3,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,58,63,0,0,2,377.172,NA,NA,NA,NA,NA,NA,NA,NA,"D","L","F","E","W","W","N",1,1,251,23
"127",1,NA,0,157,"108D",108,59,0,0,0,4,11,19,45,50,148,7,NA,148,4,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,200,NA,2,79.325,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","D","E","","W","",1,1,273,23
"128",1,NA,0,149,"108D",108,31,0,8,4,5,6,4,4,-56,142,12,NA,142,6,NA,NA,NA,NA,NA,0,0,1,1,"F","",NA,NA,NA,NA,1,15,1,1,NA,1,NA,0,NA,2,79.325,NA,NA,NA,NA,NA,NA,NA,NA,"L","","D","E","","E","",1,2,270,23
"129",2,1,0,149,"109D",109,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,2,998,3,1,NA,NA,NA,0,0,0,NA,NA,"T","R",NA,NA,NA,NA,1,NA,NA,NA,NA,31,68,998,60,2,40.257,NA,NA,NA,NA,NA,NA,NA,NA,"D","F","D","D","W","O","N",1,1,262,23
"130",1,NA,0,152,"111F",111,81,0,1,0,1,8,9,17,31,138,12,NA,138,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,289.161,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",1,1,262,23
"131",1,NA,0,147,"111F",111,137,0,0,4,12,21,15,6,3,160,6,NA,160,1,NA,3,NA,2,0,0,0,2,NA,"B","",1,NA,1,NA,1,NA,1,NA,NA,1,NA,180,NA,2,289.161,NA,NA,NA,NA,NA,NA,NA,NA,"D","","F","L","","W","",1,2,276,23
"132",3,2,0,156,"112H",112,132,1,0,13,19,18,12,0,10,152,12,12,152,1,3,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,58,88,0,0,2,760.18,NA,NA,NA,NA,NA,NA,NA,NA,"D","R","H","E","W","W","N",1,1,262,23
"133",1,NA,0,150,"113E",113,250,0,1,2,6,9,9,0,77,246,11,NA,998,2,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,340,NA,2,140.146,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,1,270,23
"134",1,NA,0,153,"113E",113,135,0,0,23,21,20,19,2,0,147,82,NA,147,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,60,NA,2,140.146,NA,NA,NA,NA,NA,NA,NA,NA,"D","","E","E","","W","",1,2,268,23
"135",1,2,0,155,"114F",114,30,0,18,18,12,6,3,0,-48,148,71,NA,148,6,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,2,3,340,NA,2,314.811,NA,NA,NA,NA,NA,NA,NA,NA,"L","9","F","E","9","E","9",1,1,276,23
"136",1,3,0,151,"114F",114,96,0,2,3,13,15,14,13,0,152,1,12,152,2,NA,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,1,53,30,0,2,314.811,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","F","E","9","W","9",1,2,270,23
"137",1,NA,0,147,"115B",115,121,0,106,112,113,111,107,97,0,148,6,NA,148,7,NA,NA,NA,NA,0,0,0,NA,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,180,NA,2,49.512,NA,NA,NA,NA,NA,NA,NA,NA,"D","","B","E","","W","",1,2,262,23
"138",3,1,0,148,"117H",117,36,1,NA,NA,NA,NA,NA,NA,NA,NA,12,12,142,3,9,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,68,44,0,0,2,563.649,7,2,1,1,1,3,-58,142,"R","L","H","E","E","E","E",1,1,252,23
"139",4,1,0,156,"118F",118,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,12,998,5,NA,NA,NA,NA,0,0,0,1,NA,"T","F",NA,NA,NA,NA,1,NA,1,NA,NA,51,44,998,10,2,119.288,NA,NA,NA,NA,NA,NA,NA,NA,"F","D","F","D","L","N","W",1,1,276,23
"140",1,2,0,153,"119G",119,104,1,26,35,39,37,34,23,-6,136,6,6,136,4,NA,NA,NA,NA,0,0,0,1,NA,"B","B",NA,NA,NA,NA,2,NA,1,NA,NA,2,3,180,180,2,176.956,NA,NA,NA,NA,NA,NA,NA,NA,"D","9","G","E","9","W","9",1,1,258,23
"141",1,NA,0,173,"122G",122,41,0,1,4,1,0,0,10,70,182,12,NA,182,3,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,44,NA,0,NA,2,252.255,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","E","","E","",1,1,357,23
"142",1,NA,0,149,"124D",124,96,0,1,6,5,6,20,0,141,126,9,NA,998,3,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,280,NA,2,34.088,NA,NA,NA,NA,NA,NA,NA,NA,"F","","D","E","","W","",1,1,258,23
"143",1,NA,0,150,"124D",124,122,0,0,3,16,26,12,4,12,148,12,NA,148,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,34.088,NA,NA,NA,NA,NA,NA,NA,NA,"D","","D","E","","W","",1,2,272,23
"144",2,NA,0,158,"125F",125,7,0,1,1,0,0,0,0,8,181,6,NA,181,1,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,339.079,NA,NA,NA,NA,NA,NA,NA,NA,"C","","F","L","","N","",0,3,357,23
"145",1,NA,0,149,"127F",127,60,0,5,1,4,10,14,18,41,141,6,NA,141,2,NA,NA,NA,NA,0,0,0,1,NA,"B","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,180,NA,2,149.515,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","F","E","","W","",0,1,261,23
"146",1,NA,0,151,"127F",127,68,0,2,3,3,3,3,2,-31,135,12,NA,135,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,149.515,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","F","E","","W","",0,2,267,23
"147",1,NA,0,155,"128G",128,6,0,0,0,0,0,0,2,83,166,12,NA,166,9,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,221.796,NA,NA,NA,NA,NA,NA,NA,NA,"R","","G","A","","S","",0,2,276,23
"148",4,3,0,167,"130C",130,20,1,0,12,35,29,11,0,1,158,12,12,158,3,3,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,42,42,10,0,2,74.517,NA,NA,NA,NA,NA,NA,NA,NA,"C","R","C","E","E","N","E",1,1,302,23
"149",1,NA,0,153,"131G",131,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,NA,NA,2,554.348,NA,NA,NA,NA,NA,NA,NA,NA,"9","","G","9","","9","",NA,1,269,23
"150",1,NA,0,155,"132H",132,66,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,982.405,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,2,274,23
"151",2,1,0,152,"133D",133,64,0,80,25,19,9,0,0,-32,128,1,12,128,NA,6,NA,NA,NA,0,0,0,1,NA,"F","F",NA,NA,NA,NA,1,NA,1,NA,NA,3,2,20,0,2,62.881,NA,NA,NA,NA,NA,NA,NA,NA,"Y","L","D","E","A","W","E",1,1,258,23
"152",1,NA,1,NA,"133D",133,117,0,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,350,NA,2,62.881,NA,NA,NA,NA,NA,NA,NA,NA,"B","","D","E","","S","",0,2,334,23
"153",2,NA,0,148,"133D",133,54,0,38,29,18,0,0,0,-37,128,12,NA,128,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,10,NA,2,62.881,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","D","E","","W","",1,3,260,23
"154",1,NA,0,153,"134E",134,100,0,13,11,11,5,3,2,-38,159,11,NA,159,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,330,NA,2,278.453,NA,NA,NA,NA,NA,NA,NA,NA,"Y","","E","E","","W","",1,1,267,23
"155",1,NA,0,152,"134E",134,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,300,NA,2,278.453,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,2,263,23
"156",1,NA,0,146,"135H",135,62,0,6,7,7,7,7,8,45,144,12,NA,144,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,0,NA,2,1644.361,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","H","E","","W","",1,1,247,23
"157",1,NA,0,153,"135H",135,121,0,10,9,11,10,5,5,-19,156,12,NA,156,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,0,NA,2,1644.361,NA,NA,NA,NA,NA,NA,NA,NA,"D","","H","L","","W","",1,2,262,23
"158",1,NA,0,157,"136G",136,70,0,0,0,0,0,1,1,44,162,12,NA,162,1,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,76,NA,0,NA,2,170.449,NA,NA,NA,NA,NA,NA,NA,NA,"Z","","G","E","","W","",0,1,272,23
"159",1,2,0,148,"137H",137,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,6,6,152,4,NA,NA,NA,NA,0,0,0,1,NA,"B","B",NA,NA,NA,NA,1,NA,1,NA,NA,68,41,180,180,2,302.066,NA,NA,NA,NA,NA,NA,NA,NA,"R","9","H","W","9","N","9",1,1,319,23
"160",1,NA,0,155,"138H",138,41,0,3,3,2,2,3,10,60,148,12,NA,148,2,NA,NA,NA,NA,0,0,0,1,NA,"F","",NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,10,NA,2,302.066,NA,NA,NA,NA,NA,NA,NA,NA,"R","","H","E","","E","",1,1,280,23
"161",1,NA,0,147,"138H",138,99,0,0,1,1,1,0,0,150,95,7,NA,998,1,NA,NA,NA,NA,0,0,0,1,NA,"L","",NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,200,NA,2,302.066,NA,NA,NA,NA,NA,NA,NA,NA,"F","","H","E","","W","",1,2,261,23
"162",1,2,0,151,"139K",139,36,1,0,14,41,41,20,2,6,144,12,9,144,3,2,NA,NA,NA,0,0,0,1,NA,"F","L",NA,NA,NA,NA,1,NA,1,NA,NA,51,44,0,270,2,43.506,0,16,14,16,11,0,4,212,"C","Y","K","E","E","N","W",1,1,272,23
"163",7,5,0,143,"140K",140,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,998,NA,NA,NA,NA,NA,0,0,0,1,NA,"L","R",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,998,998,2,23.965,NA,NA,NA,NA,NA,NA,NA,NA,"B","D","K","E","A","9","O",1,1,262,23
"164",3,4,0,146,"140K",140,15,1,NA,NA,NA,NA,NA,NA,NA,NA,12,0,146,2,2,NA,NA,NA,0,0,0,1,NA,"F","T",NA,NA,NA,NA,1,NA,1,NA,NA,42,31,0,998,2,23.965,NA,NA,NA,NA,NA,NA,NA,NA,"C","P","K","E","D","N","O",1,2,252,23
"165",3,1,0,146,"141F",141,31,1,2,7,6,14,14,0,108,195,9,9,998,2,1,NA,NA,NA,0,0,0,1,NA,"L","L",NA,NA,NA,NA,1,NA,1,NA,NA,51,68,280,270,2,701.328,NA,NA,NA,NA,NA,NA,NA,NA,"Y","B","F","E","W","N","N",1,1,262,23
"166",1,NA,0,152,"143E",143,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,NA,NA,NA,NA,NA,0,0,0,NA,NA,"9","",NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,2,464.585,NA,NA,NA,NA,NA,NA,NA,NA,"9","","E","9","","9","",NA,2,262,23
